date,quantity,pizza_type_id,size,ingredients
1482447600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Dec 18 2016,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1481238000.0,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1464904800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-06-08,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Thursday,07 January, 2016",2,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
15-01-16 12:51:19,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
23-10-16 16:39:18,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,23 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-07-09,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 29 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-01-02,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sep 16 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-06-26,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-05-05,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,31 January, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Nov 27 2016,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
23-10-16 14:18:03,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 10 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,06 March, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 11-Nov-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
04-02-16 21:13:14,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Apr 14 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Saturday,10 September, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 04-Dec-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 12 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 15 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-02-11,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
13-07-16 19:23:12,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 19-Feb-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 21 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 03-Oct-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-08-27,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1467583200.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-11,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,06 January, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jul 3 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1453762800.0,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1456182000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-09-18,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1465509600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 25-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
28-06-16 13:40:14,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,09 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-25,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 15 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Thursday,11 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1466892000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,21 December, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-02-15,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 5 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-04-01,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-08-12,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1452812400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 17 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1481842800.0,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 01-Apr-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1477173600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1460412000.0,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Apr 14 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1454022000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 08-Nov-2016,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Wed 24-Aug-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,17 January, 2016",One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
13-04-16 11:44:42,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 3 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 21 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 23 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Saturday,01 October, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-10-21,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Nov 25 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Monday,12 December, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,14 June, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 14-Aug-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 24 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Apr 13 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1482966000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 07-Nov-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Nov 25 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Nov 23 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Friday,02 September, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Thu 07-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Apr 3 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 31-Jul-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1460757600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Friday,06 May, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 21 2016,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-05-31,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jun 7 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-31,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
13-08-16 14:07:56,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,10 July, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
10-02-16 17:02:57,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-12-12,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
20-08-16 14:42:09,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1473285600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
01-08-16 16:04:46,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 14 2016,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
30-05-16 11:54:03,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 03-Jul-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 16 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Friday,08 April, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1468792800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-05-11,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1466978400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1470002400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sep 21 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 06-Sep-2016,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 18-Sep-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-08-01,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Aug 31 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-02-11,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,02 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
02-01-16 18:41:40,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1456527600.0,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,15 May, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1467237600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 27-May-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
06-07-16 13:30:06,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-09-15,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 24 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 22 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1465336800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 09-Aug-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
10-10-16 22:15:17,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 01-May-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-10-16,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Thu 29-Sep-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
20-06-16 13:35:54,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 26-Apr-2016,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Dec 27 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,12 July, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 2 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
20-06-16 17:28:19,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Thursday,20 October, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jul 4 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,02 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1463349600.0,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Aug 13 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-12-03,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1470348000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Nov 4 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,30 March, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Monday,01 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 23 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
13-05-16 13:01:32,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,12 January, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 17-May-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,26 January, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 15-Jul-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-27,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
01-09-16 18:24:53,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 27-Mar-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1453417200.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 03-Apr-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Dec 8 2016,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,17 July, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1452207600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Saturday,26 March, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Friday,02 December, 2016",One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1460066400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1471816800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-01-27,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1463954400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
25-01-16 16:59:21,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Aug 5 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-01-26,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,10 May, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-11-09,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 01-Feb-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1453244400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 26 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 1 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sep 28 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sep 18 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,30 August, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Thu 23-Jun-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sat 11-Jun-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 20 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Thursday,29 September, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1482274800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 1 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sat 31-Dec-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Thursday,15 December, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-06-29,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Thu 07-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 08-Mar-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
09-11-16 19:33:15,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jan 22 2016,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 16 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1473890400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Dec 18 2016,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-05-16,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,21 December, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 15-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
17-03-16 17:29:30,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-26,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 30 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1477260000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1471989600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1469829600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1476050400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-03-09,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,10 July, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Oct 23 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,06 July, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sat 22-Oct-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1453330800.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 25-Jul-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 02-Sep-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
15-05-16 17:35:24,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
10-11-16 15:29:50,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jul 21 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-09-20,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sun 20-Mar-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Aug 16 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Sep 17 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 28 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Wed 14-Dec-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-12-13,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,14 September, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 08-Feb-2016,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
31-12-16 18:07:03,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Friday,26 February, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
11-10-16 11:51:39,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1477692000.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1451689200.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Mon 12-Dec-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-06-17,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
26-05-16 16:27:44,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
21-11-16 15:42:50,-1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,14 June, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1463522400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,05 April, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
11-12-16 13:02:30,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,13 April, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
13-11-16 18:35:59,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
12-01-16 19:57:36,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
28-08-16 18:12:07,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-11-07,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Wednesday,30 November, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1459202400.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1459116000.0,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-06-15,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
21-08-16 12:59:06,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
19-12-16 18:27:50,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 7 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-02-16,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
2016-05-15,One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Feb 11 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1453503600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Tue 12-Jan-2016,one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
22-01-16 16:18:42,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1474149600.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Saturday,02 April, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,07 August, 2016",One,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Jun 27 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Fri 08-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Sunday,21 August, 2016",1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Tuesday,15 March, 2016",one,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
May 18 2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
Thu 21-Jan-2016,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
1463263200.0,1,pepperoni,0.5,"Mozzarella Cheese, Pepperoni"
"Saturday,26 November, 2016",one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-02-06,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Thu 12-May-2016,one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-03-05,one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
"Saturday,08 October, 2016",1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-07-30,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
1462053600.0,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-07-24,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-02-26,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
05-01-16 13:37:50,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
22-04-16 15:48:29,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-06-26,one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Jun 1 2016,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
06-01-16 16:30:00,one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Fri 28-Oct-2016,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Aug 4 2016,One,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
1468360800.0,-1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
1454281200.0,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
"Saturday,15 October, 2016",one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-06-22,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
18-10-16 18:06:13,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Feb 24 2016,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Sat 02-Apr-2016,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
"Sunday,11 September, 2016",one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
29-12-16 18:00:28,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
Fri 08-Jan-2016,1,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
2016-07-09,one,napolitana,0.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
